hhvehs,hh_county,hhincome_thousands,hhexpfac
0.0,Snohomish,410000.0,9.0
0.0,Snohomish,420000.0,7.0
0.0,Snohomish,430000.0,5.0
0.0,Snohomish,440000.0,19.0
0.0,Snohomish,450000.0,3.0
0.0,Snohomish,470000.0,41.0
0.0,Snohomish,480000.0,8.0
0.0,Snohomish,490000.0,3.0
0.0,Snohomish,500000.0,8.0
0.0,Snohomish,510000.0,2.0
0.0,Snohomish,520000.0,1.0
0.0,Snohomish,530000.0,1.0
0.0,Snohomish,540000.0,3.0
0.0,Snohomish,560000.0,2.0
0.0,Snohomish,580000.0,1.0
0.0,Snohomish,590000.0,5.0
0.0,Snohomish,600000.0,1.0
0.0,Snohomish,620000.0,7.0
0.0,Snohomish,630000.0,3.0
0.0,Snohomish,690000.0,1.0
0.0,Snohomish,710000.0,2.0
0.0,Snohomish,770000.0,1.0
0.0,Snohomish,790000.0,1.0
0.0,Snohomish,800000.0,1.0
0.0,Snohomish,810000.0,1.0
0.0,Snohomish,840000.0,1.0
1.0,King,-10000.0,5.0
1.0,King,0.0,13344.0
1.0,King,10000.0,27483.0
1.0,King,20000.0,43753.0
1.0,King,30000.0,38638.0
1.0,King,40000.0,46757.0
1.0,King,50000.0,35557.0
1.0,King,60000.0,38920.0
1.0,King,70000.0,27838.0
1.0,King,80000.0,26996.0
1.0,King,90000.0,17578.0
1.0,King,100000.0,21203.0
1.0,King,110000.0,15092.0
1.0,King,120000.0,17555.0
1.0,King,130000.0,10542.0
1.0,King,140000.0,11087.0
1.0,King,150000.0,7260.0
1.0,King,160000.0,7763.0
1.0,King,170000.0,4136.0
1.0,King,180000.0,4410.0
1.0,King,190000.0,2338.0
1.0,King,200000.0,4066.0
1.0,King,210000.0,2889.0
1.0,King,220000.0,2808.0
1.0,King,230000.0,1616.0
1.0,King,240000.0,2355.0
1.0,King,250000.0,1704.0
1.0,King,260000.0,1298.0
1.0,King,270000.0,927.0
1.0,King,280000.0,957.0
1.0,King,290000.0,965.0
1.0,King,300000.0,751.0
1.0,King,310000.0,279.0
1.0,King,320000.0,328.0
1.0,King,330000.0,381.0
1.0,King,340000.0,250.0
1.0,King,350000.0,320.0
1.0,King,360000.0,310.0
1.0,King,370000.0,129.0
1.0,King,380000.0,249.0
1.0,King,390000.0,591.0
1.0,King,400000.0,264.0
1.0,King,410000.0,564.0
1.0,King,420000.0,652.0
1.0,King,430000.0,253.0
1.0,King,440000.0,1150.0
1.0,King,450000.0,252.0
1.0,King,460000.0,305.0
1.0,King,470000.0,2039.0
1.0,King,480000.0,788.0
1.0,King,490000.0,482.0
1.0,King,500000.0,328.0
1.0,King,510000.0,210.0
1.0,King,520000.0,261.0
1.0,King,530000.0,118.0
1.0,King,540000.0,160.0
1.0,King,550000.0,96.0
1.0,King,560000.0,157.0
1.0,King,570000.0,107.0
1.0,King,580000.0,114.0
1.0,King,590000.0,91.0
1.0,King,600000.0,68.0
1.0,King,610000.0,67.0
1.0,King,620000.0,182.0
1.0,King,630000.0,119.0
1.0,King,640000.0,61.0
1.0,King,650000.0,15.0
1.0,King,660000.0,3.0
1.0,King,670000.0,19.0
1.0,King,680000.0,99.0
1.0,King,690000.0,81.0
1.0,King,700000.0,66.0
1.0,King,710000.0,90.0
1.0,King,720000.0,82.0
1.0,King,740000.0,5.0
1.0,King,750000.0,21.0
1.0,King,770000.0,13.0
1.0,King,790000.0,54.0
1.0,King,800000.0,42.0
1.0,King,810000.0,3.0
1.0,King,820000.0,30.0
1.0,King,830000.0,8.0
1.0,King,840000.0,32.0
1.0,King,850000.0,10.0
1.0,King,860000.0,1.0
1.0,King,880000.0,68.0
1.0,King,890000.0,4.0
1.0,King,910000.0,5.0
1.0,King,930000.0,11.0
1.0,King,940000.0,15.0
1.0,King,950000.0,18.0
1.0,King,960000.0,39.0
1.0,King,990000.0,2.0
1.0,King,1020000.0,3.0
1.0,King,1050000.0,5.0
1.0,King,1070000.0,10.0
1.0,Kitsap,-10000.0,37.0
1.0,Kitsap,0.0,2090.0
1.0,Kitsap,10000.0,4575.0
1.0,Kitsap,20000.0,6358.0
1.0,Kitsap,30000.0,5221.0
1.0,Kitsap,40000.0,5565.0
1.0,Kitsap,50000.0,4178.0
1.0,Kitsap,60000.0,3959.0
1.0,Kitsap,70000.0,2481.0
1.0,Kitsap,80000.0,2539.0
1.0,Kitsap,90000.0,1159.0
1.0,Kitsap,100000.0,1429.0
1.0,Kitsap,110000.0,1101.0
1.0,Kitsap,120000.0,904.0
1.0,Kitsap,130000.0,524.0
1.0,Kitsap,140000.0,437.0
1.0,Kitsap,150000.0,348.0
1.0,Kitsap,160000.0,355.0
1.0,Kitsap,170000.0,125.0
1.0,Kitsap,180000.0,157.0
1.0,Kitsap,190000.0,103.0
1.0,Kitsap,200000.0,126.0
1.0,Kitsap,210000.0,66.0
1.0,Kitsap,220000.0,73.0
1.0,Kitsap,230000.0,40.0
1.0,Kitsap,240000.0,57.0
1.0,Kitsap,250000.0,49.0
1.0,Kitsap,260000.0,91.0
1.0,Kitsap,270000.0,17.0
1.0,Kitsap,280000.0,41.0
1.0,Kitsap,290000.0,36.0
1.0,Kitsap,300000.0,14.0
1.0,Kitsap,310000.0,43.0
1.0,Kitsap,320000.0,24.0
1.0,Kitsap,330000.0,23.0
1.0,Kitsap,340000.0,11.0
1.0,Kitsap,350000.0,14.0
1.0,Kitsap,360000.0,5.0
1.0,Kitsap,370000.0,8.0
1.0,Kitsap,380000.0,13.0
1.0,Kitsap,390000.0,14.0
1.0,Kitsap,400000.0,1.0
1.0,Kitsap,410000.0,8.0
1.0,Kitsap,420000.0,12.0
1.0,Kitsap,430000.0,3.0
1.0,Kitsap,440000.0,33.0
1.0,Kitsap,450000.0,7.0
1.0,Kitsap,460000.0,11.0
1.0,Kitsap,470000.0,50.0
1.0,Kitsap,480000.0,32.0
1.0,Kitsap,490000.0,10.0
1.0,Kitsap,500000.0,7.0
1.0,Kitsap,510000.0,3.0
1.0,Kitsap,540000.0,6.0
1.0,Kitsap,550000.0,1.0
1.0,Kitsap,560000.0,2.0
1.0,Kitsap,580000.0,2.0
1.0,Kitsap,590000.0,3.0
1.0,Kitsap,620000.0,1.0
1.0,Kitsap,630000.0,2.0
1.0,Kitsap,700000.0,1.0
1.0,Kitsap,790000.0,1.0
1.0,Kitsap,800000.0,1.0
1.0,Kitsap,900000.0,1.0
1.0,Kitsap,1170000.0,2.0
1.0,Pierce,0.0,5442.0
1.0,Pierce,10000.0,14231.0
1.0,Pierce,20000.0,19994.0
1.0,Pierce,30000.0,16283.0
1.0,Pierce,40000.0,20979.0
1.0,Pierce,50000.0,14107.0
1.0,Pierce,60000.0,13131.0
1.0,Pierce,70000.0,9951.0
1.0,Pierce,80000.0,8360.0
1.0,Pierce,90000.0,4510.0
1.0,Pierce,100000.0,4982.0
1.0,Pierce,110000.0,3574.0
1.0,Pierce,120000.0,3544.0
1.0,Pierce,130000.0,1820.0
1.0,Pierce,140000.0,1726.0
1.0,Pierce,150000.0,1193.0
1.0,Pierce,160000.0,1023.0
1.0,Pierce,170000.0,648.0
1.0,Pierce,180000.0,554.0
1.0,Pierce,190000.0,353.0
1.0,Pierce,200000.0,494.0
1.0,Pierce,210000.0,305.0
1.0,Pierce,220000.0,470.0
1.0,Pierce,230000.0,328.0
1.0,Pierce,240000.0,212.0
1.0,Pierce,250000.0,287.0
1.0,Pierce,260000.0,210.0
1.0,Pierce,270000.0,109.0
1.0,Pierce,280000.0,175.0
1.0,Pierce,290000.0,80.0
1.0,Pierce,300000.0,90.0
1.0,Pierce,310000.0,30.0
1.0,Pierce,320000.0,27.0
1.0,Pierce,330000.0,41.0
1.0,Pierce,340000.0,31.0
1.0,Pierce,350000.0,30.0
1.0,Pierce,360000.0,29.0
1.0,Pierce,370000.0,20.0
1.0,Pierce,380000.0,72.0
1.0,Pierce,390000.0,33.0
1.0,Pierce,400000.0,30.0
1.0,Pierce,410000.0,81.0
1.0,Pierce,420000.0,57.0
1.0,Pierce,430000.0,60.0
1.0,Pierce,440000.0,392.0
1.0,Pierce,450000.0,12.0
1.0,Pierce,460000.0,46.0
1.0,Pierce,470000.0,296.0
1.0,Pierce,480000.0,76.0
1.0,Pierce,490000.0,83.0
1.0,Pierce,500000.0,34.0
1.0,Pierce,510000.0,27.0
1.0,Pierce,520000.0,11.0
1.0,Pierce,530000.0,21.0
1.0,Pierce,540000.0,15.0
1.0,Pierce,550000.0,23.0
1.0,Pierce,560000.0,8.0
1.0,Pierce,570000.0,5.0
1.0,Pierce,580000.0,7.0
1.0,Pierce,590000.0,7.0
1.0,Pierce,600000.0,4.0
1.0,Pierce,620000.0,6.0
1.0,Pierce,630000.0,20.0
1.0,Pierce,640000.0,7.0
1.0,Pierce,650000.0,5.0
1.0,Pierce,670000.0,7.0
1.0,Pierce,680000.0,18.0
1.0,Pierce,690000.0,7.0
1.0,Pierce,700000.0,12.0
1.0,Pierce,720000.0,3.0
1.0,Pierce,750000.0,1.0
1.0,Pierce,770000.0,1.0
1.0,Pierce,800000.0,3.0
1.0,Pierce,820000.0,3.0
1.0,Pierce,840000.0,2.0
1.0,Pierce,850000.0,1.0
1.0,Pierce,910000.0,1.0
1.0,Pierce,940000.0,44.0
1.0,Pierce,950000.0,1.0
1.0,Pierce,960000.0,3.0
1.0,Pierce,990000.0,1.0
1.0,Pierce,1070000.0,1.0
1.0,Snohomish,-10000.0,43.0
1.0,Snohomish,0.0,5557.0
1.0,Snohomish,10000.0,10924.0
1.0,Snohomish,20000.0,16395.0
1.0,Snohomish,30000.0,13561.0
1.0,Snohomish,40000.0,16187.0
1.0,Snohomish,50000.0,12497.0
1.0,Snohomish,60000.0,12297.0
1.0,Snohomish,70000.0,10065.0
1.0,Snohomish,80000.0,8039.0
1.0,Snohomish,90000.0,5482.0
1.0,Snohomish,100000.0,4983.0
1.0,Snohomish,110000.0,3222.0
1.0,Snohomish,120000.0,3737.0
1.0,Snohomish,130000.0,2849.0
1.0,Snohomish,140000.0,2634.0
1.0,Snohomish,150000.0,1820.0
1.0,Snohomish,160000.0,1671.0
1.0,Snohomish,170000.0,945.0
1.0,Snohomish,180000.0,862.0
1.0,Snohomish,190000.0,414.0
1.0,Snohomish,200000.0,778.0
1.0,Snohomish,210000.0,621.0
1.0,Snohomish,220000.0,592.0
1.0,Snohomish,230000.0,326.0
1.0,Snohomish,240000.0,358.0
1.0,Snohomish,250000.0,226.0
1.0,Snohomish,260000.0,266.0
1.0,Snohomish,270000.0,191.0
1.0,Snohomish,280000.0,143.0
1.0,Snohomish,290000.0,136.0
1.0,Snohomish,300000.0,127.0
1.0,Snohomish,310000.0,72.0
1.0,Snohomish,320000.0,87.0
1.0,Snohomish,330000.0,74.0
1.0,Snohomish,340000.0,27.0
1.0,Snohomish,350000.0,32.0
1.0,Snohomish,360000.0,101.0
1.0,Snohomish,370000.0,38.0
1.0,Snohomish,380000.0,112.0
1.0,Snohomish,390000.0,83.0
1.0,Snohomish,400000.0,22.0
1.0,Snohomish,410000.0,82.0
1.0,Snohomish,420000.0,67.0
1.0,Snohomish,430000.0,34.0
1.0,Snohomish,440000.0,281.0
1.0,Snohomish,450000.0,75.0
1.0,Snohomish,460000.0,19.0
1.0,Snohomish,470000.0,417.0
1.0,Snohomish,480000.0,120.0
1.0,Snohomish,490000.0,31.0
1.0,Snohomish,500000.0,88.0
1.0,Snohomish,510000.0,33.0
1.0,Snohomish,520000.0,35.0
1.0,Snohomish,530000.0,27.0
1.0,Snohomish,540000.0,26.0
1.0,Snohomish,550000.0,4.0
1.0,Snohomish,560000.0,11.0
1.0,Snohomish,570000.0,4.0
1.0,Snohomish,580000.0,9.0
1.0,Snohomish,590000.0,40.0
1.0,Snohomish,600000.0,6.0
1.0,Snohomish,610000.0,1.0
1.0,Snohomish,620000.0,20.0
1.0,Snohomish,630000.0,20.0
1.0,Snohomish,640000.0,6.0
1.0,Snohomish,650000.0,5.0
1.0,Snohomish,670000.0,3.0
1.0,Snohomish,680000.0,3.0
1.0,Snohomish,690000.0,5.0
1.0,Snohomish,700000.0,5.0
1.0,Snohomish,710000.0,3.0
1.0,Snohomish,720000.0,14.0
1.0,Snohomish,740000.0,2.0
1.0,Snohomish,810000.0,8.0
1.0,Snohomish,820000.0,1.0
1.0,Snohomish,830000.0,2.0
1.0,Snohomish,840000.0,4.0
1.0,Snohomish,850000.0,6.0
1.0,Snohomish,880000.0,7.0
1.0,Snohomish,890000.0,1.0
1.0,Snohomish,960000.0,1.0
1.0,Snohomish,990000.0,1.0
1.0,Snohomish,1020000.0,1.0
1.0,Snohomish,1070000.0,1.0
2.0,King,0.0,1993.0
2.0,King,10000.0,4512.0
2.0,King,20000.0,13471.0
2.0,King,30000.0,14662.0
2.0,King,40000.0,20576.0
2.0,King,50000.0,23001.0
2.0,King,60000.0,26481.0
2.0,King,70000.0,24511.0
2.0,King,80000.0,27737.0
2.0,King,90000.0,21678.0
2.0,King,100000.0,28537.0
2.0,King,110000.0,22893.0
2.0,King,120000.0,25523.0
2.0,King,130000.0,19155.0
2.0,King,140000.0,18494.0
2.0,King,150000.0,13692.0
2.0,King,160000.0,16319.0
2.0,King,170000.0,9140.0
2.0,King,180000.0,10723.0
2.0,King,190000.0,6581.0
2.0,King,200000.0,9188.0
2.0,King,210000.0,6294.0
2.0,King,220000.0,6322.0
2.0,King,230000.0,3851.0
2.0,King,240000.0,5054.0
2.0,King,250000.0,3769.0
2.0,King,260000.0,2951.0
2.0,King,270000.0,2181.0
2.0,King,280000.0,2231.0
2.0,King,290000.0,2107.0
2.0,King,300000.0,2031.0
2.0,King,310000.0,1104.0
2.0,King,320000.0,1254.0
2.0,King,330000.0,973.0
2.0,King,340000.0,620.0
2.0,King,350000.0,801.0
2.0,King,360000.0,836.0
2.0,King,370000.0,373.0
2.0,King,380000.0,400.0
2.0,King,390000.0,1206.0
2.0,King,400000.0,745.0
2.0,King,410000.0,1315.0
2.0,King,420000.0,1064.0
2.0,King,430000.0,951.0
2.0,King,440000.0,1634.0
2.0,King,450000.0,666.0
2.0,King,460000.0,760.0
2.0,King,470000.0,2634.0
2.0,King,480000.0,1487.0
2.0,King,490000.0,996.0
2.0,King,500000.0,1055.0
2.0,King,510000.0,600.0
2.0,King,520000.0,641.0
2.0,King,530000.0,276.0
2.0,King,540000.0,764.0
2.0,King,550000.0,341.0
2.0,King,560000.0,441.0
2.0,King,570000.0,438.0
2.0,King,580000.0,394.0
2.0,King,590000.0,263.0
2.0,King,600000.0,251.0
2.0,King,610000.0,252.0
2.0,King,620000.0,294.0
2.0,King,630000.0,350.0
2.0,King,640000.0,169.0
2.0,King,650000.0,58.0
2.0,King,660000.0,43.0
2.0,King,670000.0,91.0
2.0,King,680000.0,291.0
2.0,King,690000.0,302.0
2.0,King,700000.0,285.0
2.0,King,710000.0,151.0
2.0,King,720000.0,183.0
2.0,King,730000.0,1.0
2.0,King,740000.0,17.0
2.0,King,750000.0,75.0
2.0,King,770000.0,60.0
2.0,King,790000.0,207.0
2.0,King,800000.0,89.0
2.0,King,810000.0,11.0
2.0,King,820000.0,99.0
2.0,King,830000.0,64.0
2.0,King,840000.0,105.0
2.0,King,860000.0,12.0
2.0,King,880000.0,182.0
2.0,King,890000.0,25.0
2.0,King,900000.0,12.0
2.0,King,910000.0,4.0
2.0,King,930000.0,26.0
2.0,King,940000.0,136.0
2.0,King,950000.0,112.0
2.0,King,960000.0,109.0
2.0,King,990000.0,11.0
2.0,King,1020000.0,7.0
2.0,King,1050000.0,12.0
2.0,King,1070000.0,62.0
2.0,Kitsap,-10000.0,8.0
2.0,Kitsap,0.0,342.0
2.0,Kitsap,10000.0,852.0
2.0,Kitsap,20000.0,2036.0
2.0,Kitsap,30000.0,2527.0
2.0,Kitsap,40000.0,3721.0
2.0,Kitsap,50000.0,4325.0
2.0,Kitsap,60000.0,4686.0
2.0,Kitsap,70000.0,3765.0
2.0,Kitsap,80000.0,4036.0
2.0,Kitsap,90000.0,3767.0
2.0,Kitsap,100000.0,4788.0
2.0,Kitsap,110000.0,3292.0
2.0,Kitsap,120000.0,2781.0
2.0,Kitsap,130000.0,2087.0
2.0,Kitsap,140000.0,1899.0
2.0,Kitsap,150000.0,1671.0
2.0,Kitsap,160000.0,1263.0
2.0,Kitsap,170000.0,705.0
2.0,Kitsap,180000.0,867.0
2.0,Kitsap,190000.0,750.0
2.0,Kitsap,200000.0,613.0
2.0,Kitsap,210000.0,445.0
2.0,Kitsap,220000.0,426.0
2.0,Kitsap,230000.0,219.0
2.0,Kitsap,240000.0,374.0
2.0,Kitsap,250000.0,177.0
2.0,Kitsap,260000.0,334.0
2.0,Kitsap,270000.0,97.0
2.0,Kitsap,280000.0,186.0
2.0,Kitsap,290000.0,199.0
2.0,Kitsap,300000.0,111.0
2.0,Kitsap,310000.0,96.0
2.0,Kitsap,320000.0,195.0
2.0,Kitsap,330000.0,98.0
2.0,Kitsap,340000.0,65.0
2.0,Kitsap,350000.0,98.0
2.0,Kitsap,360000.0,27.0
2.0,Kitsap,370000.0,46.0
2.0,Kitsap,380000.0,23.0
2.0,Kitsap,390000.0,81.0
2.0,Kitsap,400000.0,10.0
2.0,Kitsap,410000.0,29.0
2.0,Kitsap,420000.0,65.0
2.0,Kitsap,430000.0,40.0
2.0,Kitsap,440000.0,73.0
2.0,Kitsap,450000.0,62.0
2.0,Kitsap,460000.0,72.0
2.0,Kitsap,470000.0,211.0
2.0,Kitsap,480000.0,103.0
2.0,Kitsap,490000.0,44.0
2.0,Kitsap,500000.0,61.0
2.0,Kitsap,510000.0,26.0
2.0,Kitsap,520000.0,22.0
2.0,Kitsap,530000.0,4.0
2.0,Kitsap,540000.0,38.0
2.0,Kitsap,550000.0,6.0
2.0,Kitsap,560000.0,23.0
2.0,Kitsap,570000.0,5.0
2.0,Kitsap,580000.0,6.0
2.0,Kitsap,590000.0,12.0
2.0,Kitsap,600000.0,6.0
2.0,Kitsap,610000.0,1.0
2.0,Kitsap,620000.0,31.0
2.0,Kitsap,630000.0,10.0
2.0,Kitsap,640000.0,4.0
2.0,Kitsap,660000.0,1.0
2.0,Kitsap,670000.0,3.0
2.0,Kitsap,680000.0,7.0
2.0,Kitsap,690000.0,6.0
2.0,Kitsap,700000.0,6.0
2.0,Kitsap,710000.0,2.0
2.0,Kitsap,720000.0,4.0
2.0,Kitsap,740000.0,1.0
2.0,Kitsap,750000.0,3.0
2.0,Kitsap,790000.0,21.0
2.0,Kitsap,800000.0,1.0
2.0,Kitsap,810000.0,1.0
2.0,Kitsap,840000.0,1.0
2.0,Kitsap,850000.0,1.0
2.0,Kitsap,880000.0,2.0
2.0,Kitsap,930000.0,7.0
2.0,Kitsap,940000.0,1.0
2.0,Kitsap,990000.0,1.0
2.0,Kitsap,1070000.0,1.0
2.0,Kitsap,1170000.0,14.0
2.0,Pierce,0.0,1204.0
2.0,Pierce,10000.0,2430.0
2.0,Pierce,20000.0,8095.0
2.0,Pierce,30000.0,8536.0
2.0,Pierce,40000.0,11712.0
2.0,Pierce,50000.0,13586.0
2.0,Pierce,60000.0,13800.0
2.0,Pierce,70000.0,13506.0
2.0,Pierce,80000.0,14323.0
2.0,Pierce,90000.0,10141.0
2.0,Pierce,100000.0,12795.0
2.0,Pierce,110000.0,9495.0
2.0,Pierce,120000.0,9893.0
2.0,Pierce,130000.0,6564.0
2.0,Pierce,140000.0,6831.0
2.0,Pierce,150000.0,4560.0
2.0,Pierce,160000.0,3966.0
2.0,Pierce,170000.0,2812.0
2.0,Pierce,180000.0,2396.0
2.0,Pierce,190000.0,2025.0
